"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Unintentional Firearm","","19","25248813","0.08","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","1999","P","1275675",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","1299474",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2001","P","1319962",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","1340372",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","1363380",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","1391802",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","1428241",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","1468669",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","1505105",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","1534320",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","1554439",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","1567650",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","1583180",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","1594673",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","1610187",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","1630391",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","1649324",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","1680026",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","1716943",".","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Unintentional Firearm","","106","28513813","0.37","."
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","1999","22","12359023","0.18","0.1787266519143"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2000","12","12437888","0.1","0.09669800855082"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2001","20","12488445","0.16","0.16064037380603"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2002","17","12525556","0.14","0.1343723437483"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2003","23","12556006","0.18","0.18683661145243"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2004","18","12589773","0.14","0.14204941016457"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2005","21","12609903","0.17","0.16747828224285"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2006","24","12643955","0.19","0.19064252969277"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2007","21","12695866","0.17","0.16531207605332"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2008","18","12747038","0.14","0.14022158655175"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2009","14","12796778","0.11","0.10929838119473"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2010","22","12831565","0.17","0.17595272729692"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2011","20","12862298","0.16","0.15708915566486"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2012","17","12878494","0.13","0.12604316068868"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2013","18","12890403","0.14","0.14303838720775"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","12882438",".","."
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2015","15","12862051","0.12","0.11433604569976"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2016","11","12835726","0.09","0.0860560839307"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","2017","11","12802023","0.09","0.08902301046492"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Unintentional Firearm","","S","241295229",".","."
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","1999","23","6044972","0.38","0.38108201569743"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2000","23","6091392","0.38","0.37585208733603"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2001","21","6127760","0.34","0.33919917233439"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2002","24","6155967","0.39","0.38510875273549"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2003","16","6196638","0.26","0.25754472263479"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2004","14","6233007","0.22","0.21706472619944"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2005","13","6278616","0.21","0.20335801775221"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2006","20","6332669","0.32","0.3064455507059"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2007","15","6379599","0.24","0.23704807928786"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2008","21","6424806","0.33","0.30742023538135"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2009","22","6459325","0.34","0.34368913746738"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2010","18","6484125","0.28","0.28263162644481"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2011","14","6515358","0.21","0.21244619355409"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2012","14","6535665","0.21","0.20795361323909"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2013","15","6567484","0.23","0.22783437046548"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2014","15","6593182","0.23","0.23090829791387"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2015","14","6610596","0.21","0.19498622441528"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2016","20","6634007","0.3","0.29861676159999"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","2017","13","6666818","0.19","0.17108499659016"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Unintentional Firearm","","335","121331986","0.28","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","1999","P","2917637",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","2928046",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2001","P","2931997",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","2934234",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","2941999",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","2953635",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","2964454",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","2982644",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","2999212",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","3016734",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","3032870",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","3046869",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","3063690",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","3074386",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","3089876",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","3105563",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","3118473",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","3130869",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","3145711",".","."
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Unintentional Firearm","","81","57378899","0.14","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","1999","10","2678340","0.37","0.36649754163277"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","2692681",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2001","11","2702162","0.41","0.40022249757048"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","2713535",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","2723004",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","2734373",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","2745299",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","2762931",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","2783785",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2008","11","2808076","0.39","0.39094539300281"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","2832704",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2010","12","2853130","0.42","0.42874238398397"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","2868756",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","2885316",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","2892900",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","2899553",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","2905789",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","2907731",".","."
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","2017","10","2913123","0.34","0.33655805002593"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Unintentional Firearm","","133","53303188","0.25","."
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","1999","35","4018053","0.87","0.85551097946232"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2000","31","4048831","0.77","0.75942086217811"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2001","45","4068132","1.11","1.09712658914933"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2002","39","4089875","0.95","0.93030048872786"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2003","34","4117170","0.83","0.83225273509504"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2004","16","4146101","0.39","0.3754288875165"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2005","16","4182742","0.38","0.38547687026213"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2006","23","4219239","0.55","0.55053703705091"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2007","30","4256672","0.7","0.67784262627652"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2008","17","4289878","0.4","0.39126239219621"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2009","15","4317074","0.35","0.34918315905192"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2010","16","4339340","0.37","0.3654127509165"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2011","15","4368505","0.34","0.33119909294862"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2012","17","4383673","0.39","0.41192138634908"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2013","21","4399121","0.48","0.46204542982152"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2014","13","4410415","0.29","0.30597749935205"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","4422057",".","."
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2016","21","4436113","0.47","0.48631212061303"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","2017","15","4454189","0.34","0.35025033026818"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Unintentional Firearm","","S","80967180",".","."
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","1999","28","4460814","0.63","0.60901082286686"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2000","30","4468879","0.67","0.6610585254562"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2001","24","4477875","0.54","0.54072313954435"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2002","47","4497267","1.05","1.03624245213035"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2003","50","4521042","1.11","1.07903728557256"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2004","41","4552238","0.9","0.88319031643657"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2005","38","4576628","0.83","0.80753798008999"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2006","47","4302665","1.09","1.08043682274596"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2007","36","4375581","0.82","0.82809922391764"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2008","33","4435586","0.74","0.74893383379931"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2009","23","4491648","0.51","0.53825230410596"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2010","43","4533478","0.95","0.94373464483079"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2011","51","4574388","1.11","1.08455180727434"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2012","33","4602681","0.72","0.7143889683232"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2013","19","4626795","0.41","0.44043100026159"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2014","19","4648797","0.41","0.40269206788705"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2015","17","4671211","0.36","0.38636142396589"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2016","13","4686157","0.28","0.27631632357331"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","2017","10","4684333","0.21","0.20441991542759"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Unintentional Firearm","","602","86188063","0.7","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","1999","P","1266808",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","1277179",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2001","P","1285692",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","1295960",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","1306513",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","1313688",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","1318787",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","1323619",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","1327040",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","1330509",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","1329590",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","1328362",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","1327968",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","1328101",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","1327975",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","1328903",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","1327787",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","1330232",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","1335907",".","."
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Unintentional Firearm","","25","25010620","0.1","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","1999","P","5254511",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","5310451",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2001","10","5374691","0.19","0.18620121728309"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","5440389",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","5496269",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2004","11","5546935","0.2","0.19969014450964"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","5592379",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","5627367",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","5653408",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","5684965",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","5730388",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","5773807",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","5843115",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","5891680",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","5932654",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","5970245",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","6000561",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","6024752",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","6052177",".","."
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Unintentional Firearm","","70","108200744","0.06","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","1999","P","6317345",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","6362583",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2001","P","6397634",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","6417206",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","6422565",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","6412281",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","6403290",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","6410084",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","6431559",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","6468967",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","6517613",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","6547808",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","6612178",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","6659627",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","6711138",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","6757925",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","6794002",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","6823721",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","6859819",".","."
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Unintentional Firearm","","40","124327345","0.03","."
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","1999","14","9897117","0.14","0.14119835608213"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2000","16","9955146","0.16","0.16100177392415"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2001","14","9991120","0.14","0.13906702156718"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2002","11","10015710","0.11","0.11269711589156"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","10041152",".","."
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2004","14","10055315","0.14","0.13996568094078"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2005","15","10051137","0.15","0.14724829991813"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2006","11","10036081","0.11","0.11352113330811"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2007","12","10001284","0.12","0.1193326965252"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2008","11","9946889","0.11","0.10358981545954"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2009","12","9901591","0.12","0.11289383229808"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2010","16","9884129","0.16","0.1642900893508"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2011","12","9876199","0.12","0.12965319359295"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","9886610",".","."
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2013","10","9899219","0.1","0.11076191663818"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","9914675",".","."
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2015","14","9918170","0.14","0.14791280925419"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2016","14","9933445","0.14","0.13759602730014"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","9962311",".","."
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Unintentional Firearm","","222","189167300","0.12","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","1999","P","4873481",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2000","P","4933787",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2001","P","4982796",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2002","P","5018935",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2003","P","5053572",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2004","P","5087713",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2005","P","5119598",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2006","P","5163555",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2007","P","5207203",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2008","P","5247018",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2009","P","5281203",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2010","P","5303924",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2011","P","5345967",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2012","P","5377695",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2013","P","5416074",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2014","P","5452649",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2015","P","5483238",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2016","P","5525050",".","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Unintentional Firearm","2017","P","5576606",".","."
